TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
RDNI3;10,81;0,09;94,25;0,76;0,30;26,54;11,61;1,40;11,38;20,19;8,81;0,59;1,32;1,61;-0,48;1,97;0,80;0,32;2,91;0,40;0,60;0,23;-10,68;-15,50;694.591,50;14,29;0,11;-0,68;473.151.624,48
RDOR3;73,70;0,28;341,60;10,45;3,20;18,30;11,67;3,05;89,37;94,39;5,02;0,59;10,43;7,88;-6,30;5,81;3,06;0,94;4,25;0,31;0,69;0,31;;;126.322.037,07;7,05;0,22;-7,35;146.318.611.323,50
RECV3;16,00;;;;;;;;;;;;;;;;;;;;;;;;39.944.126,38;;0,00;;3.805.176.512,00
REDE3;8,84;1,05;20,50;3,25;0,86;21,85;16,20;8,05;10,19;13,04;2,84;0,91;1,65;7,31;-1,35;1,48;15,88;4,20;9,80;0,26;0,74;0,52;6,59;23,64;333.792,17;2,72;0,43;0,74;18.655.258.626,16
RENT3;58,60;0,63;34,20;6,86;2,19;31,27;20,13;12,60;21,41;24,75;3,34;1,07;4,31;71,87;-2,91;1,14;20,07;6,40;9,31;0,32;0,68;0,51;21,28;21,10;305.654.342,80;8,54;1,71;0,66;44.559.916.862,50
RLOG3;23,08;;82,76;4,26;0,23;34,71;29,67;1,85;5,17;12,09;6,92;5,71;1,53;1,49;-0,31;2,64;5,15;0,28;5,46;0,05;0,71;0,15;50,58;42,36;105.214.775,75;5,41;0,28;-2,42;10.691.215.482,28
RNEW11;13,10;;19,49;-0,39;0,19;33,65;-3,93;31,82;-157,75;-668,20;-510,44;;6,20;1,60;-0,34;1,38;-2,03;0,98;-1,17;-0,48;1,48;0,03;-29,67;-28,28;113.503,50;-33,18;0,67;-0,19;437.288.768,20
RNEW3;4,56;;20,36;-0,41;0,20;33,65;-3,93;31,82;-164,74;-668,20;-510,44;;6,48;1,68;-0,35;1,38;-2,03;0,98;-1,17;-0,48;1,48;0,03;-29,67;-28,28;102.777,53;-11,06;0,22;-0,20;437.288.768,20
RNEW4;4,36;;19,46;-0,39;0,19;33,65;-3,93;31,82;-157,51;-668,20;-510,44;;6,19;1,60;-0,34;1,38;-2,03;0,98;-1,17;-0,48;1,48;0,03;-29,67;-28,28;193.389,00;-11,06;0,22;-0,19;437.288.768,20
ROMI3;27,24;7,53;12,94;2,40;1,12;31,66;12,38;14,99;15,66;17,84;2,18;0,33;1,94;3,75;-2,87;1,97;18,51;8,69;8,70;0,47;0,53;0,58;9,91;88,47;50.825.844,80;11,37;2,11;0,15;1.997.616.035,28
RPAD3;7,19;;17,93;0,59;0,59;94,85;34.974,23;35.003,09;17,95;15,51;-0,62;-0,02;6.276,96;48,14;-0,60;2,32;3,30;3,27;3,30;0,99;0,01;0,00;-12,49;-8,01;13.816,32;12,14;0,40;-1,06;547.379.201,28
RPAD5;8,34;6,54;20,80;0,69;0,68;94,85;34.974,23;35.003,09;20,82;15,51;-0,62;-0,02;7.280,93;55,83;-0,70;2,32;3,30;3,27;3,30;0,99;0,01;0,00;-12,49;-8,01;13.138,91;12,14;0,40;-1,23;547.379.201,28
RPAD6;5,60;;13,97;0,46;0,46;94,85;34.974,23;35.003,09;13,98;15,51;-0,62;-0,02;4.888,87;37,49;-0,47;2,32;3,30;3,27;3,30;0,99;0,01;0,00;-12,49;-8,01;26.368,50;12,14;0,40;-0,82;547.379.201,28
RPMG3;4,68;;-0,77;-0,10;0,10;-7,38;-25,80;-27,61;-0,82;-0,82;0,00;;0,21;-0,11;-1,34;0,52;-12,93;-12,76;12,08;-0,99;1,99;0,46;16,06;;2.202.121,80;-47,18;-6,10;-0,01;316.796.823,72
RRRP3;38,00;;-19,40;4,67;2,38;47,99;-84,38;-126,92;-29,18;-28,76;0,42;-0,07;24,62;7,65;-3,76;6,74;-24,07;-12,29;-11,55;0,51;0,49;0,10;;;63.698.440,97;8,14;-1,96;-0,03;5.029.673.996,00
RSID3;11,94;;13,71;-0,37;0,13;44,54;-499,55;19,62;-0,54;-2,72;-2,18;;2,69;-0,17;-0,20;0,33;-2,70;0,92;-132,00;-0,34;1,34;0,05;-42,64;;1.608.827,03;-32,28;0,87;-0,13;204.810.843,78
RSUL3;0,00;;0,00;0,00;0,00;37,28;32,26;-2,92;0,00;0,84;0,07;;0,00;0,00;0,00;0,45;-69,78;-2,41;1.247,87;-0,03;1,03;0,82;11,33;;;-14,03;-9,79;0,00;48.945.600,00
RSUL4;203,94;;-20,83;-14,53;0,50;37,28;32,26;-2,92;1,89;0,84;0,07;;0,61;-1,26;-0,75;0,45;-69,78;-2,41;1.247,87;-0,03;1,03;0,82;11,33;;20.447,00;-14,03;-9,79;0,16;48.945.600,00
SANB11;39,27;4,06;10,35;1,40;0,16;16,96;19,95;14,69;7,62;7,62;;;1,52;;-0,16;;13,56;1,51;;0,11;0,89;0,10;-2,12;6,46;105.640.984,73;28,00;3,80;-0,71;147.346.135.152,15
SANB3;18,64;4,07;9,82;1,33;0,15;16,96;19,95;14,69;7,23;7,62;;;1,44;;-0,15;;13,56;1,51;;0,11;0,89;0,10;-2,12;6,46;1.092.482,40;14,00;1,90;-0,67;147.346.135.152,15
SANB4;20,64;4,05;10,88;1,47;0,16;16,96;19,95;14,69;8,01;7,62;;;1,60;;-0,17;;13,56;1,51;;0,11;0,89;0,10;-2,12;6,46;1.581.911,07;14,00;1,90;-0,75;147.346.135.152,15
SAPR11;20,72;4,79;6,29;0,90;0,47;59,97;32,72;20,76;3,99;5,75;1,77;0,40;1,30;20,37;-0,55;1,21;14,35;7,55;11,34;0,53;0,47;0,36;10,07;17,84;43.314.147,40;22,97;3,30;-0,81;6.271.502.903,85
SAPR3;4,10;4,49;6,22;0,89;0,47;59,97;32,72;20,76;3,95;5,75;1,77;0,40;1,29;20,15;-0,54;1,21;14,35;7,55;11,34;0,53;0,47;0,36;10,07;17,84;2.807.687,03;4,59;0,66;-0,80;6.271.502.903,85
SAPR4;4,13;4,90;6,26;0,90;0,47;59,97;32,72;20,76;3,97;5,75;1,77;0,40;1,30;20,30;-0,55;1,21;14,35;7,55;11,34;0,53;0,47;0,36;10,07;17,84;18.382.411,80;4,59;0,66;-0,81;6.271.502.903,85
SBFG3;27,55;;-59,10;3,42;1,08;43,63;-3,02;-4,68;-91,57;-109,24;-17,67;0,66;2,77;4,64;-2,29;1,78;-5,78;-1,82;-4,32;0,31;0,69;0,39;;;24.509.979,47;8,06;-0,47;0,43;6.680.997.187,46
SBSP3;42,08;0,95;29,55;1,26;0,57;37,18;25,24;5,47;6,40;9,40;2,99;0,59;1,62;53,19;-0,65;1,09;4,27;1,93;10,34;0,45;0,55;0,35;8,73;12,66;132.926.015,37;33,35;1,42;-0,42;28.885.127.063,94
SCAR3;39,15;0,94;23,53;1,45;0,76;80,74;64,47;27,48;10,03;14,63;4,60;0,66;6,47;8,22;-0,88;2,86;6,16;3,22;6,16;0,52;0,47;0,12;-6,59;-11,47;330.773,63;27,00;1,66;4,30;2.260.416.038,85
SEDU3;23,80;;-13,36;15,00;1,53;48,36;-15,73;-25,77;-21,89;-27,94;-6,05;4,15;3,44;57,90;-2,27;1,09;-112,29;-11,46;-13,15;0,10;0,90;0,44;12,49;;;1,59;-1,78;0,01;6.238.667.820,00
SEER3;14,09;2,59;10,99;1,27;0,59;53,56;25,05;13,20;5,79;5,50;-0,29;-0,06;1,45;2,87;-0,90;2,41;11,57;5,34;13,32;0,46;0,54;0,40;4,15;0,49;8.791.964,90;11,08;1,28;0,52;1.813.686.780,40
SEQL3;23,56;;-1.889,38;8,15;2,01;20,68;3,48;-0,15;80,39;89,58;9,19;0,93;2,80;17,19;-3,44;1,39;-0,43;-0,11;2,66;0,25;0,75;0,72;;;27.552.885,27;2,89;-0,01;22,15;3.240.290.390,88
SGPS3;11,37;;-1,77;0,51;0,18;32,98;3,20;-20,91;11,57;27,53;15,96;0,71;0,37;2,11;-0,32;1,25;-29,02;-10,14;-1,12;0,35;0,65;0,49;-7,50;;1.727.858,00;22,12;-6,42;0,00;568.500.000,00
SHOW3;5,94;;-3,69;2,11;0,76;-37,76;-199,18;-271,46;-5,03;-4,31;0,72;-0,30;10,01;5,42;-1,47;1,40;-57,14;-20,51;-28,17;0,36;0,64;0,08;-40,82;;4.742.438,03;2,82;-1,61;-0,07;400.431.016,26
SHUL3;0,00;;0,00;0,00;0,00;22,97;13,67;13,49;0,00;9,19;1,70;0,33;0,00;0,00;0,00;2,28;19,10;7,96;7,62;0,42;0,58;0,59;10,16;24,14;;4,15;0,79;0,00;1.076.627.404,16
SHUL4;10,52;3,31;13,25;2,53;1,05;22,97;13,67;13,49;13,08;9,19;1,70;0,33;1,79;2,87;-3,05;2,28;19,10;7,96;7,62;0,42;0,58;0,59;10,16;24,14;5.703.445,03;4,15;0,79;0,29;1.076.627.404,16
SIMH3;45,40;0,75;23,11;4,10;0,29;23,16;14,96;4,02;6,22;14,68;8,47;5,59;0,93;0,94;-0,53;3,25;17,76;1,27;4,06;0,07;0,88;0,32;10,36;53,42;26.027.251,27;11,06;1,96;0,13;9.363.448.453,20
SLCE3;50,31;3,27;19,72;3,06;1,12;27,63;20,16;12,62;12,34;13,38;1,04;0,26;2,49;5,17;-2,20;1,80;15,51;5,69;10,82;0,37;0,63;0,45;17,07;33,35;74.966.571,07;16,53;2,56;0,35;9.588.834.450,00
SLED3;1,02;;-0,15;-0,12;0,19;30,89;-155,25;-170,34;-0,17;-0,77;-0,65;;0,26;-0,95;-0,34;0,68;-76,97;-125,93;142,46;-1,64;2,64;0,74;-32,61;;1.218.947,87;-8,60;-6,62;0,00;46.724.961,63
SLED4;0,57;;-0,09;-0,07;0,11;30,89;-155,25;-170,34;-0,09;-0,77;-0,65;;0,15;-0,53;-0,19;0,68;-76,97;-125,93;142,46;-1,64;2,64;0,74;-32,61;;1.569.701,33;-8,60;-6,62;0,00;46.724.961,63
SMFT3;0,00;;0,00;0,00;0,00;-0,83;-31,34;-47,65;0,00;-4,06;-4,05;0,65;0,00;0,00;0,00;1,21;-24,25;-7,05;-8,74;0,29;0,71;0,15;18,59;;;110,79;-26,86;0,00;0,00
SMLS3;21,88;24,21;14,50;3,02;0,80;81,93;34,48;33,91;14,25;10,84;-3,41;-0,72;4,92;28,67;-2,05;1,05;20,86;5,49;11,32;0,26;0,74;0,16;;;21.201.448,23;7,24;1,51;-0,22;2.716.597.891,64
SMTO3;32,12;1,69;13,19;3,40;0,94;34,82;35,23;20,07;7,51;10,52;3,02;1,36;2,65;6,50;-1,32;2,01;25,77;7,12;12,82;0,28;0,72;0,35;14,03;17,25;34.183.722,60;9,45;2,44;0,27;11.370.843.887,48
SNSY3;17,00;;-0,94;-0,10;0,33;14,98;-9,89;-27,33;-2,59;-3,81;-2,26;;0,26;-0,95;-0,74;0,62;-10,13;-34,99;4,07;-3,45;4,45;1,28;4,14;;24.647,64;-178,74;-18,12;0,04;78.368.268,80
SNSY5;6,56;;-0,36;-0,04;0,13;14,98;-9,89;-27,33;-1,00;-3,81;-2,26;;0,10;-0,37;-0,28;0,62;-10,13;-34,99;4,07;-3,45;4,45;1,28;4,14;;187.431,73;-178,74;-18,12;0,02;78.368.268,80
SNSY6;13,33;;-0,74;-0,07;0,26;14,98;-9,89;-27,33;-2,03;-3,81;-2,26;;0,20;-0,75;-0,58;0,62;-10,13;-34,99;4,07;-3,45;4,45;1,28;4,14;;1.033,67;-178,74;-18,12;0,03;78.368.268,80
SOJA3;16,70;;;;;;;;;;;;;;;;;;;;;;;;37.749.562,42;;0,00;;1.855.031.324,00
SOMA3;13,20;;-90,13;4,03;2,73;60,87;-6,82;-5,61;-74,13;-70,78;3,35;-0,18;5,05;6,18;-8,03;3,03;-4,47;-3,03;-10,25;0,68;0,32;0,54;;;50.740.430,93;3,21;-0,14;0,58;6.409.960.418,40
SOND3;40,20;;4,68;1,41;1,01;27,94;28,87;32,81;5,32;4,02;-2,38;-0,63;1,54;2,44;-2,52;3,21;30,14;21,51;24,18;0,71;0,29;0,66;-10,40;;13.660,00;28,48;8,58;0,01;118.895.406,00
SOND5;52,74;;6,14;1,85;1,32;27,94;28,87;32,81;6,98;4,02;-2,38;-0,63;2,02;3,20;-3,31;3,21;30,14;21,51;24,18;0,71;0,29;0,66;-10,40;;20.370,91;28,48;8,58;0,02;118.895.406,00
SOND6;49,48;;5,76;1,74;1,24;27,94;28,87;32,81;6,55;4,02;-2,38;-0,63;1,89;3,00;-3,11;3,21;30,14;21,51;24,18;0,71;0,29;0,66;-10,40;;16.576,00;28,48;8,58;0,02;118.895.406,00
SPRT3B;76,40;;-2.717,50;-2.795,73;34.713,49;;;;-2.958,01;-2.958,01;0,00;;;-2.588,38;-34.899,85;0,00;-102,88;-1.277,40;94,51;-12,42;13,42;0,00;;;;-0,03;-0,03;63,96;370.531.748,80
SQIA3;21,56;0,09;286,72;3,80;2,31;35,30;5,62;2,31;117,88;112,90;-4,98;-0,16;6,62;8,63;-3,85;3,00;1,32;0,81;1,53;0,61;0,39;0,35;22,77;-12,74;12.628.528,77;5,68;0,08;-0,73;1.521.032.386,72
STBP3;7,98;;226,50;3,28;1,63;27,96;11,70;2,98;57,66;52,32;-5,34;-0,30;6,75;7,30;-2,30;4,18;1,45;0,72;3,94;0,50;0,50;0,24;-0,73;;51.966.674,00;2,43;0,04;1,32;6.882.577.456,44
STKF3;0,00;;0,00;0,00;0,00;50,06;27,24;12,47;0,00;3,07;3,07;0,30;0,00;0,00;0,00;1,06;4,50;2,53;5,92;0,56;0,44;0,20;14,50;;;4,76;0,21;0,00;0,00
STTR3;0,00;;0,00;0,00;0,00;30,05;11,28;10,87;0,00;-0,70;-0,70;-0,16;0,00;0,00;0,00;3,16;21,76;11,95;14,72;0,55;0,45;1,10;22,02;;;2,13;0,46;0,00;0,00
SULA11;33,42;5,37;6,06;1,77;0,51;13,59;5,09;12,22;14,54;-0,83;-15,38;-1,87;0,74;1,28;-1,67;2,39;29,19;8,46;6,61;0,29;0,71;0,69;4,99;26,05;122.487.100,93;18,89;5,51;0,06;14.193.400.629,10
SULA3;12,48;4,79;6,79;1,98;0,57;13,59;5,09;12,22;16,29;-0,83;-15,38;-1,87;0,83;1,43;-1,87;2,39;29,19;8,46;6,61;0,29;0,71;0,69;4,99;26,05;422.168,80;6,30;1,84;0,07;14.193.400.629,10
SULA4;10,40;5,75;5,66;1,65;0,48;13,59;5,09;12,22;13,58;-0,83;-15,38;-1,87;0,69;1,19;-1,55;2,39;29,19;8,46;6,61;0,29;0,71;0,69;4,99;26,05;539.488,40;6,30;1,84;0,06;14.193.400.629,10
SUZB3;65,21;;-8,28;12,10;0,87;37,73;27,72;-35,21;10,51;18,08;7,56;8,70;2,91;9,07;-1,06;2,20;-146,17;-10,54;1,89;0,07;0,93;0,30;24,40;;459.816.597,87;5,39;-7,88;-0,03;88.686.322.497,60
TAEE11;40,09;11,63;5,63;2,09;0,92;72,86;92,32;64,95;3,96;5,52;1,56;0,82;3,65;8,01;-1,11;2,93;37,20;16,34;22,82;0,44;0,56;0,25;18,22;20,00;89.239.930,30;19,15;7,13;0,05;13.828.186.126,98
TAEE3;13,42;11,58;5,65;2,10;0,92;72,86;92,32;64,95;3,98;5,52;1,56;0,82;3,67;8,05;-1,12;2,93;37,20;16,34;22,82;0,44;0,56;0,25;18,22;20,00;1.489.210,23;6,38;2,38;0,05;13.828.186.126,98
TAEE4;13,28;11,70;5,59;2,08;0,91;72,86;92,32;64,95;3,93;5,52;1,56;0,82;3,63;7,96;-1,11;2,93;37,20;16,34;22,82;0,44;0,56;0,25;18,22;20,00;3.466.190,57;6,38;2,38;0,05;13.828.186.126,98
TASA3;23,78;;4,87;15,53;1,40;44,74;27,80;24,13;4,23;5,16;0,99;3,63;1,18;5,77;-4,06;1,59;318,75;28,79;52,86;0,09;0,91;1,19;16,57;;2.449.229,00;1,53;4,88;-0,01;2.347.622.540,58
TASA4;23,14;;4,74;15,11;1,37;44,74;27,80;24,13;4,12;5,16;0,99;3,63;1,14;5,62;-3,95;1,59;318,75;28,79;52,86;0,09;0,91;1,19;16,57;;56.926.296,67;1,53;4,88;-0,01;2.347.622.540,58
TCNO3;2,52;;33,10;297,92;0,07;;;;-19,72;-56,50;-39,55;597,55;;-0,17;-0,09;0,29;900,00;0,21;-2,52;0,00;1,00;0,00;;;384.980,30;0,01;0,08;-0,29;14.336.585,46
TCNO4;1,97;;25,88;232,89;0,06;;;;-15,42;-56,50;-39,55;597,55;;-0,13;-0,07;0,29;900,00;0,21;-2,52;0,00;1,00;0,00;;;649.087,80;0,01;0,08;-0,23;14.336.585,46
TCSA3;7,95;;-3,55;0,74;0,34;-8,95;-78,92;-91,26;-4,11;-6,04;-1,93;0,35;3,24;1,45;-0,56;2,35;-20,83;-9,45;-11,32;0,45;0,55;0,10;-32,32;;11.791.552,17;10,75;-2,24;0,10;585.272.878,50
TECN3;2,43;;-6,77;0,60;0,32;45,95;-3,93;-11,51;-19,84;-26,25;-6,41;0,19;0,78;0,68;-0,75;5,19;-8,90;-4,70;-3,38;0,53;0,47;0,41;-9,24;;8.478.909,50;4,03;-0,36;0,09;190.770.102,45
TEKA3;37,45;;-0,16;-0,01;0,02;17,33;-1,55;-87,65;-9,23;-257,65;-251,66;;0,14;-0,01;-0,02;0,03;-6,90;-11,55;0,62;-1,67;2,67;0,13;-1,38;;15.332,38;-3.335,26;-230,11;0,02;12.232.221,95
TEKA4;17,73;;-0,08;-0,01;0,01;17,33;-1,55;-87,65;-4,37;-257,65;-251,66;;0,07;0,00;-0,01;0,03;-6,90;-11,55;0,62;-1,67;2,67;0,13;-1,38;;180.915,80;-3.335,26;-230,11;0,01;12.232.221,95
TELB3;76,00;;-48,55;3,32;1,22;-71,84;-26,88;-39,81;-71,90;-50,25;9,70;-0,45;19,33;5,08;-1,76;4,37;-6,84;-2,50;-3,93;0,37;0,63;0,06;42,70;;49.982,50;22,89;-1,57;0,88;4.300.300.981,22
TELB4;29,42;;-18,80;1,29;0,47;-71,84;-26,88;-39,81;-27,83;-50,25;9,70;-0,45;7,48;1,97;-0,68;4,37;-6,84;-2,50;-3,93;0,37;0,63;0,06;42,70;;260.811,90;22,89;-1,57;0,34;4.300.300.981,22
TEND3;25,48;2,63;12,11;1,81;0,64;30,83;11,89;8,89;9,05;9,18;0,13;0,03;1,08;1,47;-1,92;2,88;14,95;5,27;9,86;0,35;0,65;0,59;21,81;46,40;21.983.735,90;14,08;2,10;-2,37;2.658.691.388,08
TESA3;43,46;;-16,66;1,21;0,33;23,29;20,14;-4,61;3,81;7,90;4,09;1,29;0,77;-10,40;-0,50;0,92;-7,24;-1,95;12,82;0,27;0,73;0,42;7,32;;1.782.722,27;36,02;-2,61;0,29;953.187.506,25
TFCO4;13,60;0,29;499,78;64,02;36,18;58,29;15,14;9,66;319,03;318,09;-0,94;-0,19;48,29;71,26;-170,45;2,81;12,81;7,24;12,25;0,57;0,43;0,75;;;1.493.243,20;0,21;0,03;49,06;12.909.721.650,40
TGMA3;22,30;2,38;19,73;2,28;1,39;19,03;11,29;7,72;13,49;13,30;-0,19;-0,03;1,52;4,62;-2,73;2,58;11,57;7,04;9,08;0,61;0,39;0,91;-2,05;49,24;11.166.402,33;9,77;1,13;-0,33;1.471.865.004,50
TIET11;12,54;6,78;5,78;2,67;0,52;93,99;84,49;41,75;2,86;5,44;2,59;2,42;2,41;9,09;-0,67;1,34;46,22;9,00;17,17;0,19;0,81;0,22;-5,19;1,09;31.123.800,68;4,69;2,17;0,03;5.004.795.800,93
TIET3;3,49;4,87;8,05;3,72;0,72;93,99;84,49;41,75;3,98;5,44;2,59;2,42;3,36;12,64;-0,94;1,34;46,22;9,00;17,17;0,19;0,81;0,22;-5,19;1,09;558.793,42;0,94;0,43;0,05;5.004.795.800,93
TIET4;3,51;4,84;8,09;3,74;0,73;93,99;84,49;41,75;4,00;5,44;2,59;2,42;3,38;12,71;-0,94;1,34;46,22;9,00;17,17;0,19;0,81;0,22;-5,19;1,09;1.764.454,32;0,94;0,43;0,05;5.004.795.800,93
TIMS3;12,27;3,65;15,16;1,27;0,72;53,27;16,63;11,26;10,27;12,26;1,99;0,25;1,71;13,85;-0,96;1,27;8,35;4,76;8,16;0,57;0,43;0,42;0,15;-2,43;79.888.425,87;9,69;0,81;-0,33;29.558.021.699,58
TKNO3;69,63;0,52;16,04;1,08;0,85;26,63;13,52;7,02;8,32;5,91;-1,61;-0,21;1,13;2,08;-1,98;3,59;6,72;5,32;8,94;0,79;0,21;0,76;8,49;;;64,60;4,34;0,44;185.348.837,63
TKNO4;55,00;3,49;12,67;0,85;0,67;26,63;13,52;7,02;6,57;5,91;-1,61;-0,21;0,89;1,64;-1,56;3,59;6,72;5,32;8,94;0,79;0,21;0,76;8,49;;15.000,80;64,60;4,34;0,35;185.348.837,63
TOTS3;30,95;0,84;56,95;6,62;3,29;70,54;15,98;11,57;41,23;39,32;-1,91;-0,31;6,59;20,03;-7,63;1,41;11,62;5,78;11,08;0,50;0,50;0,50;6,34;8,63;136.094.917,47;4,68;0,54;2,69;17.921.087.742,81
TOYB3;2,29;;-43,94;-4,97;4,03;24,06;-10,70;-10,96;-45,00;-47,62;-0,63;;4,81;-5,93;-11,89;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,47;71.890.222,22
TOYB4;2,50;;-47,96;-5,43;4,40;24,06;-10,70;-10,96;-49,12;-47,62;-0,63;;5,26;-6,47;-12,98;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,52;71.890.222,22
TPIS3;3,81;1,08;3,54;0,73;0,20;9,07;23,87;19,54;2,90;10,38;7,48;1,90;0,69;-0,99;-0,21;0,22;20,75;5,63;6,75;0,27;0,73;0,29;-16,95;6,45;24.062.453,47;5,19;1,08;-0,02;670.560.000,00
TRIS3;10,02;2,41;10,99;1,54;0,86;35,26;22,65;19,35;9,39;9,71;0,31;0,05;2,13;1,53;-3,77;3,68;14,02;7,81;10,33;0,56;0,44;0,40;18,29;49,27;10.238.945,80;6,50;0,91;0,51;1.869.907.730,76
TRPL3;29,45;10,57;5,46;1,46;0,73;70,21;118,10;89,26;4,13;4,69;0,91;0,32;4,88;8,30;-0,89;2,02;26,69;13,40;19,90;0,50;0,48;0,15;23,49;45,59;187.492,93;20,20;5,39;0,06;17.760.236.457,60
TRPL4;25,35;12,28;4,70;1,26;0,63;70,21;118,10;89,26;3,55;4,69;0,91;0,32;4,20;7,14;-0,76;2,02;26,69;13,40;19,90;0,50;0,48;0,15;23,49;45,59;39.896.331,63;20,20;5,39;0,05;17.760.236.457,60
TUPY3;24,91;;30,85;1,37;0,55;15,55;5,65;2,47;13,50;16,88;3,39;0,34;0,76;1,71;-1,25;2,40;4,44;1,80;4,78;0,40;0,60;0,73;4,44;;38.400.720,27;18,18;0,81;-0,02;3.591.461.525,00
TXRX3;35,01;;-8,33;-0,48;0,78;27,54;4,51;-21,43;39,60;82,34;61,81;;1,79;-0,55;-1,24;0,21;-5,78;-9,35;-4,84;-1,62;2,62;0,44;1,83;;21.831,16;-72,72;-4,20;0,05;77.284.790,67
TXRX4;9,38;;-2,23;-0,13;0,21;27,54;4,51;-21,43;10,61;82,34;61,81;;0,48;-0,15;-0,33;0,21;-5,78;-9,35;-4,84;-1,62;2,62;0,44;1,83;;39.289,53;-72,72;-4,20;0,01;77.284.790,67
UCAS3;5,03;7,84;17,87;2,09;1,31;38,71;14,51;11,29;13,90;11,21;-2,70;-0,41;2,02;4,69;-3,02;1,96;11,69;7,31;9,30;0,62;0,38;0,65;-7,54;2,51;1.137.803,50;2,42;0,28;0,71;332.414.410,92
UGPA3;19,95;2,21;25,73;2,32;0,59;7,06;2,23;1,03;11,92;18,83;6,92;1,35;0,27;2,42;-1,17;2,00;9,02;2,31;4,39;0,26;0,73;2,24;1,43;-9,32;108.012.275,10;8,59;0,78;0,14;22.256.929.953,96
UNIP3;73,75;2,48;18,94;4,00;1,54;34,50;19,35;9,50;9,30;9,25;-0,53;-0,23;1,80;10,54;-2,65;1,54;21,14;8,16;21,10;0,39;0,61;0,86;35,12;33,34;2.412.980,07;18,42;3,89;0,17;7.327.445.480,82
UNIP5;77,50;2,59;19,91;4,21;1,62;34,50;19,35;9,50;9,78;9,25;-0,53;-0,23;1,89;11,08;-2,79;1,54;21,14;8,16;21,10;0,39;0,61;0,86;35,12;33,34;105.709,96;18,42;3,89;0,18;7.327.445.480,82
UNIP6;79,66;2,52;20,46;4,33;1,67;34,50;19,35;9,50;10,05;9,25;-0,53;-0,23;1,94;11,39;-2,86;1,54;21,14;8,16;21,10;0,39;0,61;0,86;35,12;33,34;32.909.948,23;18,42;3,89;0,18;7.327.445.480,82
USIM3;21,06;0,57;12,68;1,67;0,83;26,92;24,81;10,76;5,50;5,77;0,35;0,11;1,36;2,88;-1,45;3,03;13,20;6,53;14,50;0,49;0,43;0,61;9,57;;10.430.921,30;12,58;1,66;-0,02;25.989.938.564,96
USIM5;20,41;0,65;12,29;1,62;0,80;26,92;24,81;10,76;5,33;5,77;0,35;0,11;1,32;2,79;-1,41;3,03;13,20;6,53;14,50;0,49;0,43;0,61;9,57;;507.187.611,67;12,58;1,66;-0,02;25.989.938.564,96
USIM6;28,50;0,46;17,16;2,27;1,12;26,92;24,81;10,76;7,44;5,77;0,35;0,11;1,85;3,90;-1,96;3,03;13,20;6,53;14,50;0,49;0,43;0,61;9,57;;21.915,60;12,58;1,66;-0,02;25.989.938.564,96
VALE3;110,65;6,03;10,39;2,82;1,18;57,52;34,21;22,83;6,93;6,99;0,06;0,03;2,37;9,05;-1,61;1,96;27,13;11,36;24,34;0,42;0,59;0,50;21,72;;2.685.207.042,30;39,26;10,65;0,00;585.097.047.863,04
VAMO3;45,85;;48,40;7,31;2,21;33,99;24,23;12,42;24,81;28,71;3,89;1,15;6,01;14,49;-3,22;1,95;15,11;4,58;8,38;0,30;0,70;0,37;;;23.852.676,83;6,27;0,95;1,03;10.446.967.891,50
VIVA3;26,48;0,60;42,64;5,34;2,92;68,49;19,58;14,00;30,50;29,78;-0,72;-0,13;5,97;7,51;-8,71;2,41;12,52;6,85;12,05;0,55;0,45;0,49;;;21.542.447,87;4,96;0,62;-0,65;6.254.516.923,12
VIVR3;2,58;;-1,52;-1,21;0,85;-31,88;-332,19;-410,76;-1,88;-3,12;-1,24;;6,24;-1,13;-1,33;0,32;-79,54;-55,89;867,79;-0,70;1,70;0,14;-17,04;;10.666.398,37;-2,13;-1,70;0,08;274.788.877,86
VIVT3;43,00;10,56;15,24;1,05;0,67;47,38;15,26;11,06;11,05;12,18;1,14;0,11;1,69;61,32;-0,81;1,07;6,86;4,39;6,45;0,64;0,36;0,40;1,37;6,88;95.159.379,43;41,13;2,82;-3,31;72.695.441.839,77
VIVT4;45,34;5,05;16,07;1,10;0,71;47,38;15,26;11,06;11,65;12,18;1,14;0,11;1,78;64,66;-0,85;1,07;6,86;4,39;6,45;0,64;0,36;0,40;1,37;6,88;111.231.163,93;41,13;2,82;-3,49;72.695.441.839,77
